luminance,s_frequency,radius,area,dataset,t_frequency,eccentricity,stimulus,sensitivity
70,0,0.5,0.785398163,hartmann1979,49.15682968,35.13431107,disk,1
70,0,0.5,0.785398163,hartmann1979,52.59696459,20.8976783,disk,1
70,0,0.5,0.785398163,hartmann1979,52.69814503,25.54431328,disk,1
70,0,0.5,0.785398163,hartmann1979,53.81112985,10.29366174,disk,1
70,0,0.5,0.785398163,hartmann1979,55.5311973,5.448072632,disk,1
70,0,0.5,0.785398163,hartmann1979,57.25126476,30.09743301,disk,1
70,0,0.5,0.785398163,hartmann1979,60.59021922,15.3555794,disk,1
0.16327664,0,1,3.141592654,deLange1958b,23.96934153,0,disk,1
0.606101451,0,1,3.141592654,deLange1958b,31.55050849,0,disk,1
1.622497573,0,1,3.141592654,deLange1958b,35.18519806,0,disk,1
11.14580173,0,1,3.141592654,deLange1958b,43.03595015,0,disk,1
38.87840854,0,1,3.141592654,deLange1958b,48.65385078,0,disk,1
162.5900842,0,1,3.141592654,deLange1958b,61.24563274,0,disk,1
1617.834364,0,1,3.141592654,deLange1958b,64.22734948,0,disk,1
0.16,0,1,3.141592654,deLange1958,1.509520265,0,disk,35.43181617
0.16,0,1,3.141592654,deLange1958,2.013845789,0,disk,36.87435539
0.16,0,1,3.141592654,deLange1958,2.986762107,0,disk,34.59352366
0.16,0,1,3.141592654,deLange1958,4.008138669,0,disk,30.20433817
0.16,0,1,3.141592654,deLange1958,5.012180917,0,disk,29.25529663
0.16,0,1,3.141592654,deLange1958,7.610628596,0,disk,17.6943096
0.16,0,1,3.141592654,deLange1958,9.975697373,0,disk,10.53247238
0.16,0,1,3.141592654,deLange1958,16.06517559,0,disk,5.301963602
0.16,0,1,3.141592654,deLange1958,18.07100554,0,disk,2.330331351
0.16,0,1,3.141592654,deLange1958,24.25070812,0,disk,1.127179465
0.6,0,1,3.141592654,deLange1958,1.509520265,0,disk,49.93904213
0.6,0,1,3.141592654,deLange1958,2.025727638,0,disk,49.54205339
0.6,0,1,3.141592654,deLange1958,2.986762107,0,disk,55.84278521
0.6,0,1,3.141592654,deLange1958,4.008138669,0,disk,50.33921189
0.6,0,1,3.141592654,deLange1958,4.98278211,0,disk,49.93904213
0.6,0,1,3.141592654,deLange1958,6.050366548,0,disk,49.93904213
0.6,0,1,3.141592654,deLange1958,8.071773182,0,disk,39.93801557
0.6,0,1,3.141592654,deLange1958,11.02492342,0,disk,21.60174002
0.6,0,1,3.141592654,deLange1958,15.59952111,0,disk,10.61687084
0.6,0,1,3.141592654,deLange1958,19.27904789,0,disk,5.301963602
0.6,0,1,3.141592654,deLange1958,24.68248893,0,disk,2.31180646
0.6,0,1,3.141592654,deLange1958,31.78682579,0,disk,1.118218989
1.59,0,1,3.141592654,deLange1958,1.509520265,0,disk,56.74132591
1.59,0,1,3.141592654,deLange1958,2.025727638,0,disk,66.56157196
1.59,0,1,3.141592654,deLange1958,2.986762107,0,disk,96.85792971
1.59,0,1,3.141592654,deLange1958,3.961257315,0,disk,92.32896241
1.59,0,1,3.141592654,deLange1958,5.012180917,0,disk,95.32411304
1.59,0,1,3.141592654,deLange1958,6.050366548,0,disk,100
1.59,0,1,3.141592654,deLange1958,6.967835625,0,disk,85.246373
1.59,0,1,3.141592654,deLange1958,8.411100932,0,disk,72.66944109
1.59,0,1,3.141592654,deLange1958,9.9171852,0,disk,45.01731091
1.59,0,1,3.141592654,deLange1958,12.771639,0,disk,21.60174002
1.59,0,1,3.141592654,deLange1958,19.27904789,0,disk,10.70194557
1.59,0,1,3.141592654,deLange1958,23.27236554,0,disk,5.301963602
1.59,0,1,3.141592654,deLange1958,31.04758275,0,disk,2.31180646
1.59,0,1,3.141592654,deLange1958,35.96655537,0,disk,1.118218989
5.97,0,1,3.141592654,deLange1958,1.509520265,0,disk,59.05144142
5.97,0,1,3.141592654,deLange1958,2.025727638,0,disk,66.56157196
5.97,0,1,3.141592654,deLange1958,2.986762107,0,disk,72.0917578
5.97,0,1,3.141592654,deLange1958,3.984629045,0,disk,90.14452217
5.97,0,1,3.141592654,deLange1958,5.041753178,0,disk,121.112483
5.97,0,1,3.141592654,deLange1958,6.050366548,0,disk,126.0433481
5.97,0,1,3.141592654,deLange1958,6.967835625,0,disk,123.0612485
5.97,0,1,3.141592654,deLange1958,8.071773182,0,disk,113.6211739
5.97,0,1,3.141592654,deLange1958,8.920747883,0,disk,116.3745155
5.97,0,1,3.141592654,deLange1958,9.9171852,0,disk,101.6090542
5.97,0,1,3.141592654,deLange1958,11.9713567,0,disk,70.38611618
5.97,0,1,3.141592654,deLange1958,14.19821644,0,disk,50.33921189
5.97,0,1,3.141592654,deLange1958,20.08951615,0,disk,21.43001771
5.97,0,1,3.141592654,deLange1958,23.82648063,0,disk,10.70194557
5.97,0,1,3.141592654,deLange1958,30.50445477,0,disk,3.852907317
5.97,0,1,3.141592654,deLange1958,34.51556217,0,disk,2.330331351
5.97,0,1,3.141592654,deLange1958,39.51630419,0,disk,1.118218989
15.9,0,1,3.141592654,deLange1958,1.509520265,0,disk,59.05144142
15.9,0,1,3.141592654,deLange1958,2.025727638,0,disk,66.56157196
15.9,0,1,3.141592654,deLange1958,2.986762107,0,disk,76.84493561
15.9,0,1,3.141592654,deLange1958,3.984629045,0,disk,100
15.9,0,1,3.141592654,deLange1958,5.012180917,0,disk,119.1945776
15.9,0,1,3.141592654,deLange1958,6.050366548,0,disk,158.8692557
15.9,0,1,3.141592654,deLange1958,6.967835625,0,disk,179.0741626
15.9,0,1,3.141592654,deLange1958,9.9171852,0,disk,157.6063303
15.9,0,1,3.141592654,deLange1958,11.9713567,0,disk,127.0533542
15.9,0,1,3.141592654,deLange1958,14.1149372,0,disk,106.5932333
15.9,0,1,3.141592654,deLange1958,18.39275752,0,disk,49.93904213
15.9,0,1,3.141592654,deLange1958,23.13586214,0,disk,27.66566253
15.9,0,1,3.141592654,deLange1958,26.17805477,0,disk,14.03827326
15.9,0,1,3.141592654,deLange1958,32.73568042,0,disk,5.301963602
15.9,0,1,3.141592654,deLange1958,38.37091091,0,disk,2.330331351
15.9,0,1,3.141592654,deLange1958,43.41639839,0,disk,1.118218989
159.16,0,1,3.141592654,deLange1958,1.509520265,0,disk,60.9670696
159.16,0,1,3.141592654,deLange1958,2.013845789,0,disk,68.17453493
159.16,0,1,3.141592654,deLange1958,2.986762107,0,disk,88.0117645
159.16,0,1,3.141592654,deLange1958,4.008138669,0,disk,114.5316393
159.16,0,1,3.141592654,deLange1958,4.98278211,0,disk,134.3536802
159.16,0,1,3.141592654,deLange1958,6.050366548,0,disk,177.6506186
159.16,0,1,3.141592654,deLange1958,7.008946403,0,disk,200.2441291
159.16,0,1,3.141592654,deLange1958,9.9171852,0,disk,187.8581997
159.16,0,1,3.141592654,deLange1958,15.05851735,0,disk,113.6211739
159.16,0,1,3.141592654,deLange1958,24.68248893,0,disk,49.93904213
159.16,0,1,3.141592654,deLange1958,34.11184951,0,disk,21.60174002
159.16,0,1,3.141592654,deLange1958,39.74945349,0,disk,10.61687084
159.16,0,1,3.141592654,deLange1958,43.93023008,0,disk,5.301963602
159.16,0,1,3.141592654,deLange1958,52.40934611,0,disk,2.330331351
159.16,0,1,3.141592654,deLange1958,57.92166762,0,disk,1.118218989
1591,0,1,3.141592654,deLange1958,1.509520265,0,disk,52.38867747
1591,0,1,3.141592654,deLange1958,2.013845789,0,disk,55.39886499
1591,0,1,3.141592654,deLange1958,2.986762107,0,disk,68.7208287
1591,0,1,3.141592654,deLange1958,4.008138669,0,disk,104.0713104
1591,0,1,3.141592654,deLange1958,4.98278211,0,disk,134.3536802
1591,0,1,3.141592654,deLange1958,6.050366548,0,disk,167.9976834
1591,0,1,3.141592654,deLange1958,6.967835625,0,disk,181.955563
1591,0,1,3.141592654,deLange1958,9.026324651,0,disk,187.8581997
1591,0,1,3.141592654,deLange1958,15.05851735,0,disk,113.6211739
1591,0,1,3.141592654,deLange1958,26.33250735,0,disk,49.93904213
1591,0,1,3.141592654,deLange1958,35.75559455,0,disk,21.60174002
1591,0,1,3.141592654,deLange1958,40.93599704,0,disk,10.61687084
1591,0,1,3.141592654,deLange1958,47.42162428,0,disk,5.301963602
1591,0,1,3.141592654,deLange1958,56.90842036,0,disk,2.330331351
1591,0,1,3.141592654,deLange1958,66.31357257,0,disk,1.118218989
1591,0,1,3.141592654,deLange1958,9.975697373,0,disk,187.8581997
10,0,0.5,0.785398163,hvei_cff2022,34.16666667,0,disk,1
10,0,0.5,0.785398163,hvei_cff2022,32.26222222,10,disk,1
10,0,0.5,0.785398163,hvei_cff2022,31.88222222,20,disk,1
100,0,0.5,0.785398163,hvei_cff2022,42.02111111,0,disk,1
100,0,0.5,0.785398163,hvei_cff2022,40.82888889,10,disk,1
100,0,0.5,0.785398163,hvei_cff2022,34.68444444,20,disk,1
172.936334,0,0.5,0.785398163,hvei_cff2022,43.87111111,0,disk,1
172.936334,0,0.5,0.785398163,hvei_cff2022,40.12666667,10,disk,1
172.936334,0,0.5,0.785398163,hvei_cff2022,35.21333333,20,disk,1
299.0697562,0,0.5,0.785398163,hvei_cff2022,47.11,0,disk,1
299.0697562,0,0.5,0.785398163,hvei_cff2022,44.30444444,10,disk,1
299.0697562,0,0.5,0.785398163,hvei_cff2022,37.01777778,20,disk,1
517.2002726,0,0.5,0.785398163,hvei_cff2022,47.75111111,0,disk,1
517.2002726,0,0.5,0.785398163,hvei_cff2022,45.06222222,10,disk,1
517.2002726,0,0.5,0.785398163,hvei_cff2022,38.25333333,20,disk,1
894.427191,0,0.5,0.785398163,hvei_cff2022,51.21222222,0,disk,1
894.427191,0,0.5,0.785398163,hvei_cff2022,42.62333333,10,disk,1
894.427191,0,0.5,0.785398163,hvei_cff2022,39.79444444,20,disk,1
1546.789595,0,0.5,0.785398163,hvei_cff2022,49.67777778,0,disk,1
1546.789595,0,0.5,0.785398163,hvei_cff2022,43.87444444,10,disk,1
1546.789595,0,0.5,0.785398163,hvei_cff2022,41.94888889,20,disk,1
2674.96122,0,0.5,0.785398163,hvei_cff2022,47.30222222,0,disk,1
2674.96122,0,0.5,0.785398163,hvei_cff2022,46.08777778,10,disk,1
2674.96122,0,0.5,0.785398163,hvei_cff2022,41.54666667,20,disk,1
4625.97987,0,0.5,0.785398163,hvei_cff2022,47.73777778,0,disk,1
4625.97987,0,0.5,0.785398163,hvei_cff2022,44.32666667,10,disk,1
4625.97987,0,0.5,0.785398163,hvei_cff2022,42.70222222,20,disk,1
8000,0,0.5,0.785398163,hvei_cff2022,50.39555556,0,disk,1
8000,0,0.5,0.785398163,hvei_cff2022,44.34777778,10,disk,1
8000,0,0.5,0.785398163,hvei_cff2022,43.13888889,20,disk,1
0.650153796,0,0.25,0.196349541,yancheng2024,0.5,0,disk,31.05078886
1.117323552,0,0.25,0.196349541,yancheng2024,2,0,disk,70.14066083
1.320215108,0,0.25,0.196349541,yancheng2024,4,0,disk,87.25591022
1.528383299,0,0.25,0.196349541,yancheng2024,8,0,disk,100.7463328
0.635996336,0,0.25,0.196349541,yancheng2024,10,0,disk,24.50284017
0.539734552,0,0.25,0.196349541,yancheng2024,11.9,0,disk,18.20405779
0.473839594,0,0.25,0.196349541,yancheng2024,13.3,0,disk,14.41371819
0.484706772,0,0.25,0.196349541,yancheng2024,14.9,0,disk,14.43352655
0.83325326,0,0.5,0.785398163,yancheng2024,0.5,0,disk,45.77226694
1.758934078,0,0.5,0.785398163,yancheng2024,2,0,disk,142.6175991
1.968078635,0,0.5,0.785398163,yancheng2024,4,0,disk,162.9204451
2.505658178,0,0.5,0.785398163,yancheng2024,8,0,disk,218.2665414
1.386521481,0,0.5,0.785398163,yancheng2024,10,0,disk,82.90115269
0.856931682,0,0.5,0.785398163,yancheng2024,11.9,0,disk,37.51031801
0.586806784,0,0.5,0.785398163,yancheng2024,13.3,0,disk,20.13760555
0.579031443,0,0.5,0.785398163,yancheng2024,14.9,0,disk,19.06089893
1.418078432,0,8,201.0619298,yancheng2024,0.5,0,disk,105.135306
2.394456053,0,8,201.0619298,yancheng2024,2,0,disk,231.0319484
2.881204545,0,8,201.0619298,yancheng2024,4,0,disk,295.7020538
4.017277001,0,8,201.0619298,yancheng2024,8,0,disk,456.6747063
2.966338584,0,8,201.0619298,yancheng2024,10,0,disk,272.3423321
3.864773188,0,8,201.0619298,yancheng2024,11.9,0,disk,395.5801589
3.374120854,0,8,201.0619298,yancheng2024,13.3,0,disk,310.5033014
3.601226474,0,8,201.0619298,yancheng2024,14.9,0,disk,332.2803153
1.676759037,0,27.4620468,2369.276128,yancheng2024,0.5,0,disk,136.6330915
2.695408683,0,27.4620468,2369.276128,yancheng2024,2,0,disk,278.0260238
2.995134122,0,27.4620468,2369.276128,yancheng2024,4,0,disk,314.1913468
4.135857512,0,27.4620468,2369.276128,yancheng2024,8,0,disk,477.931035
3.641619256,0,27.4620468,2369.276128,yancheng2024,10,0,disk,375.3355887
3.867299916,0,27.4620468,2369.276128,yancheng2024,11.9,0,disk,395.9847016
3.744746135,0,27.4620468,2369.276128,yancheng2024,13.3,0,disk,365.4703183
3.698564803,0,27.4620468,2369.276128,yancheng2024,14.9,0,disk,346.4329716
